Arco_i Arco_j VecesRecorrido
============================
1068 1142 1
1116 1117 1
1117 1116 0
1117 1118 2
1117 1175 0
1118 1117 0
1118 1119 1
1118 1230 1
1119 1118 0
1119 1120 2
1119 1231 0
1120 1119 0
1120 1122 1
1120 1233 1
1122 1120 0
1122 1235 1
1142 1068 1
1142 1143 0
1142 1176 1
1143 1142 1
1174 1175 0
1175 1117 1
1175 1174 1
1175 1201 0
1176 1142 0
1176 1177 1
1176 1206 1
1177 1176 0
1201 1175 2
1201 1202 0
1202 1201 1
1206 1176 1
1206 1207 1
1206 1248 0
1207 1206 0
1226 1230 0
1226 1275 1
1230 1118 0
1230 1226 1
1230 1231 1
1231 1119 1
1231 1230 1
1231 1233 0
1231 1399 1
1233 1120 0
1233 1231 2
1233 1235 1
1233 1384 0
1235 1122 0
1235 1233 1
1235 1245 1
1235 1301 1
1245 1235 0
1245 1248 0
1245 1304 2
1248 1206 1
1248 1245 1
1248 1250 0
1248 1309 0
1250 1248 1
1272 1277 0
1275 1226 0
1277 1272 1
1301 1235 1
1301 1304 0
1301 1377 1
1304 1245 0
1304 1301 1
1304 1371 1
1309 1248 1
1309 1312 0
1309 1352 1
1312 1309 1
1331 1333 1
1333 1331 0
1333 1386 1
1352 1309 1
1352 1356 1
1356 1352 0
1370 1371 1
1370 1476 0
1371 1304 0
1371 1370 1
1372 1374 1
1372 1468 1
1374 1372 1
1374 1377 0
1374 1461 1
1377 1301 0
1377 1374 1
1377 1384 0
1377 1460 1
1381 1386 0
1384 1233 1
1384 1377 1
1384 1399 0
1386 1333 0
1386 1381 1
1386 1438 1
1399 1231 0
1399 1384 2
1399 1408 0
1408 1399 1
1433 1437 1
1436 1438 0
1436 1519 1
1437 1433 1
1437 1506 0
1438 1386 1
1438 1436 1
1460 1377 0
1460 1461 1
1460 1523 1
1461 1374 0
1461 1460 1
1461 1468 1
1468 1372 0
1468 1461 0
1468 1476 2
1476 1370 1
1476 1468 0
1476 1527 1
1505 1506 1
1506 1437 1
1506 1505 0
1506 1544 1
1519 1436 1
1519 1523 0
1519 1683 1
1523 1460 0
1523 1519 1
1523 1527 0
1523 1689 1
1527 1476 0
1527 1523 1
1527 1528 0
1527 1903 1
1528 1527 1
1528 1529 1
1528 1690 0
1529 1528 1
1543 1544 0
1544 1506 1
1544 1543 1
1544 1586 0
1586 1544 1
1586 1630 0
1630 1586 1
1630 1679 0
1678 1679 1
1678 1756 0
1679 1630 1
1679 1678 0
1680 1681 1
1680 1757 0
1681 1680 0
1681 1683 1
1681 1759 1
1683 1519 0
1683 1681 1
1683 1689 1
1683 1760 1
1688 1690 1
1689 1523 0
1689 1683 0
1689 1903 2
1690 1528 1
1690 1688 1
1690 1903 0
1721 1723 0
1723 1721 1
1723 1750 1
1748 1750 1
1750 1748 0
1750 1790 2
1756 1678 1
1756 1757 0
1757 1680 1
1757 1756 1
1757 1759 0
1759 1681 0
1759 1757 2
1759 1760 1
1759 1797 0
1760 1683 1
1760 1759 0
1760 1798 1
1789 1790 0
1790 1789 1
1790 1821 1
1794 1797 1
1797 1759 2
1797 1794 0
1797 1798 0
1798 1760 0
1798 1797 1
1819 1821 1
1821 1819 0
1821 1825 1
1823 1826 0
1825 1821 0
1825 1826 1
1826 1823 1
1826 1825 0
1903 1527 0
1903 1689 0
1903 1690 1
1903 1723 2
1116 1174 0
1143 1177 0
1174 1116 1
1174 1202 0
1177 1143 1
1177 1207 0
1201 1226 0
1202 1174 0
1202 1272 0
1207 1177 0
1207 1250 1
1226 1201 0
1250 1207 0
1250 1312 0
1272 1202 1
1275 1277 1
1275 1408 0
1277 1275 0
1277 1333 0
1312 1250 0
1312 1356 0
1331 1381 0
1333 1277 0
1352 1370 0
1356 1312 1
1370 1352 1
1371 1372 1
1372 1371 0
1381 1331 1
1381 1433 0
1408 1275 0
1408 1436 0
1433 1381 0
1433 1505 0
1436 1408 1
1437 1438 1
1438 1437 0
1505 1433 0
1505 1543 0
1543 1505 1
1679 1680 0
1680 1679 0
1688 1721 0
1721 1688 0
1721 1748 1
1748 1721 0
1748 1789 0
1789 1748 0
1789 1819 1
1794 1823 0
1797 1826 0
1798 1825 0
1819 1789 0
1823 1794 1
1825 1798 0
1826 1797 0
