Arco_i Arco_j VecesRecorrido
============================
33 34 0
33 163 1
33 598 1
34 33 1
34 992 1
34 993 0
55 56 1
55 882 0
55 984 1
56 55 0
56 471 1
56 779 1
83 84 0
83 129 1
83 179 1
84 83 1
84 130 1
84 163 0
92 126 1
93 571 0
93 882 1
125 126 0
125 194 1
125 369 1
126 92 0
126 125 1
129 83 0
129 130 0
129 400 2
130 84 1
130 129 1
130 988 0
163 33 0
163 84 1
163 179 0
163 994 1
179 83 1
179 163 1
179 461 1
179 598 0
193 194 1
193 1095 0
194 125 0
194 193 1
194 822 1
211 461 0
211 531 1
211 884 1
256 257 1
256 531 1
256 758 0
257 256 0
257 400 0
257 461 1
257 572 1
369 125 1
369 837 1
400 129 0
400 257 1
400 690 1
419 70 1
461 179 1
461 211 2
461 257 0
461 884 0
471 56 1
471 472 1
471 779 0
472 471 0
472 834 1
472 869 1
531 211 0
531 256 1
531 746 1
571 93 1
571 572 0
572 257 0
572 571 1
575 576 1
575 990 0
576 575 0
576 670 1
598 33 1
598 179 1
598 974 0
608 419 1
614 837 0
670 576 0
670 671 1
670 755 1
671 670 1
689 690 1
689 875 1
690 400 0
690 988 2
738 689 2
738 808 0
746 531 0
755 670 0
755 997 1
758 256 1
779 56 0
779 471 1
779 882 1
808 738 1
808 809 0
808 869 1
809 808 2
809 834 0
814 738 1
814 869 0
822 194 0
834 472 0
834 809 2
834 875 0
837 369 0
837 614 1
869 472 1
869 808 0
869 814 1
875 689 0
875 834 1
882 55 1
882 93 0
882 779 1
884 211 0
884 461 1
897 1047 1
970 989 1
974 598 1
974 975 1
974 1047 0
975 974 1
975 991 0
975 1047 1
984 55 1
988 130 1
988 994 1
989 318 1
989 970 1
990 575 1
990 989 1
991 975 1
992 34 0
992 991 1
993 34 2
994 163 0
994 993 2
996 997 1
997 990 2
1047 897 1
1047 974 1
1047 975 0
1095 193 1
69 200 0
70 69 1
92 93 0
92 193 0
93 92 0
126 571 0
189 307 0
189 755 0
193 92 1
200 984 0
307 189 0
307 995 0
318 319 0
318 608 1
319 318 0
319 918 0
571 126 0
572 758 0
575 970 0
614 758 1
755 189 0
758 572 0
758 614 0
809 875 0
822 1095 1
875 809 0
884 897 0
897 884 0
918 319 0
918 959 0
959 918 0
959 970 0
970 575 0
970 959 0
984 200 0
984 814 0
988 989 0
989 988 0
993 992 0
995 996 1
1095 822 0
